3,1,1630.32,552.16,39.73,121.23,1,-1,-1,-1
3,3,503.59,548.77,29.79,91.15,1,-1,-1,-1
3,4,172.70,573.96,54.70,166.20,1,-1,-1,-1
3,5,105.60,707.81,41.26,125.75,1,-1,-1,-1
3,6,1493.62,514.13,25.39,78.17,1,-1,-1,-1
3,7,1440.76,389.28,60.74,184.26,1,-1,-1,-1
4,1,1637.79,550.39,41.27,125.92,1,-1,-1,-1
4,3,501.95,548.15,30.94,94.68,1,-1,-1,-1
4,4,161.54,577.92,55.62,169.01,1,-1,-1,-1
4,5,101.03,714.71,41.71,127.13,1,-1,-1,-1
4,6,1501.40,512.99,24.07,74.12,1,-1,-1,-1
4,7,1437.77,379.30,66.65,202.18,1,-1,-1,-1
4,8,1384.23,507.22,38.00,115.96,1,-1,-1,-1
5,1,1647.39,563.77,39.71,121.17,1,-1,-1,-1
5,3,496.67,543.08,31.30,95.78,1,-1,-1,-1
5,4,149.85,570.85,55.86,169.73,1,-1,-1,-1
5,5,75.98,707.12,39.44,120.22,1,-1,-1,-1
5,6,1505.85,511.48,23.62,72.72,1,-1,-1,-1
5,7,1442.33,385.95,65.24,197.90,1,-1,-1,-1
5,8,1388.02,505.18,38.92,118.76,1,-1,-1,-1
5,10,1551.37,567.37,39.00,119.00,1,-1,-1,-1
6,1,1656.15,574.28,39.14,119.43,1,-1,-1,-1
6,3,495.34,548.99,33.08,101.21,1,-1,-1,-1
6,4,146.65,578.70,53.24,161.76,1,-1,-1,-1
6,5,65.22,718.28,39.07,119.09,1,-1,-1,-1
6,6,1510.47,526.39,25.10,77.29,1,-1,-1,-1
6,7,1452.76,404.75,61.52,186.61,1,-1,-1,-1
6,10,1560.08,574.51,41.16,125.57,1,-1,-1,-1
7,1,1657.94,560.37,45.40,138.50,1,-1,-1,-1
7,3,494.93,546.25,33.69,103.09,1,-1,-1,-1
7,4,137.55,578.91,54.90,166.80,1,-1,-1,-1
7,5,53.19,721.80,40.97,124.89,1,-1,-1,-1
7,6,1514.97,528.69,25.10,77.27,1,-1,-1,-1
7,7,1451.70,395.65,66.51,201.73,1,-1,-1,-1
7,10,1568.08,577.74,39.82,121.51,1,-1,-1,-1
8,1,1664.99,568.48,47.52,144.93,1,-1,-1,-1
8,3,494.86,549.86,33.91,103.74,1,-1,-1,-1
8,4,126.91,586.63,55.46,168.51,1,-1,-1,-1
8,5,36.07,733.61,39.71,121.04,1,-1,-1,-1
8,6,1517.46,527.79,26.85,82.67,1,-1,-1,-1
8,7,1451.02,391.37,71.48,216.78,1,-1,-1,-1
8,8,1393.36,519.75,39.15,119.46,1,-1,-1,-1
8,10,1574.37,582.36,40.02,122.09,1,-1,-1,-1
9,1,1672.70,576.74,46.21,140.92,1,-1,-1,-1
9,3,492.60,552.20,30.99,94.83,1,-1,-1,-1
9,4,115.67,581.77,55.66,169.08,1,-1,-1,-1
9,5,19.28,737.77,39.21,119.54,1,-1,-1,-1
9,6,1521.62,529.55,27.14,83.55,1,-1,-1,-1
9,7,1450.96,400.04,70.12,212.65,1,-1,-1,-1
9,8,1396.09,521.35,39.62,120.91,1,-1,-1,-1
9,10,1584.28,592.00,39.20,119.61,1,-1,-1,-1
