3,1,530.00,267.66,108.50,327.44,1,-1,-1,-1
3,2,385.67,275.46,104.56,315.68,1,-1,-1,-1
3,3,891.71,118.33,214.02,644.11,1,-1,-1,-1
3,4,792.54,327.22,40.64,124.01,1,-1,-1,-1
4,1,522.48,255.37,110.71,334.09,1,-1,-1,-1
4,2,380.51,275.46,104.56,315.68,1,-1,-1,-1
4,3,900.56,133.54,222.26,668.90,1,-1,-1,-1
4,4,790.48,327.05,41.44,126.42,1,-1,-1,-1
5,1,525.84,254.92,105.86,319.46,1,-1,-1,-1
5,2,379.25,275.46,104.56,315.68,1,-1,-1,-1
5,3,880.43,110.03,236.59,711.99,1,-1,-1,-1
5,4,786.32,328.57,39.63,120.90,1,-1,-1,-1
6,1,521.92,251.42,109.86,331.53,1,-1,-1,-1
6,2,367.54,252.59,115.73,349.39,1,-1,-1,-1
6,3,873.57,101.60,241.50,726.75,1,-1,-1,-1
6,4,782.86,324.43,43.29,132.06,1,-1,-1,-1
7,1,520.70,250.27,111.20,335.59,1,-1,-1,-1
7,2,363.58,244.79,119.54,360.89,1,-1,-1,-1
7,3,880.72,118.67,221.73,667.28,1,-1,-1,-1
7,4,781.73,323.07,44.49,135.70,1,-1,-1,-1
8,1,510.95,267.43,106.55,321.56,1,-1,-1,-1
8,2,361.23,246.28,115.52,348.74,1,-1,-1,-1
8,3,884.12,125.37,213.76,643.29,1,-1,-1,-1
8,4,780.82,325.39,42.89,130.81,1,-1,-1,-1
9,1,501.35,256.03,110.09,332.25,1,-1,-1,-1
9,2,358.58,264.56,108.67,328.05,1,-1,-1,-1
9,3,885.48,127.62,211.00,634.98,1,-1,-1,-1
9,4,780.59,326.32,42.24,128.83,1,-1,-1,-1
10,1,498.08,252.01,111.35,336.04,1,-1,-1,-1
10,2,344.53,269.61,111.20,335.68,1,-1,-1,-1
10,3,886.10,128.34,210.05,632.13,1,-1,-1,-1
10,4,774.95,323.83,44.06,134.35,1,-1,-1,-1
11,1,497.07,250.49,111.84,337.50,1,-1,-1,-1
11,2,339.78,268.23,117.46,354.57,1,-1,-1,-1
11,3,886.44,128.51,209.76,631.24,1,-1,-1,-1
11,4,770.51,325.16,46.86,142.87,1,-1,-1,-1
11,7,712.43,316.66,46.89,142.76,1,-1,-1,-1
11,9,671.83,335.36,41.87,127.76,1,-1,-1,-1
12,1,496.88,249.94,112.02,338.07,1,-1,-1,-1
12,2,338.07,270.83,114.52,345.67,1,-1,-1,-1
12,3,858.16,128.49,209.69,631.05,1,-1,-1,-1
12,4,771.26,329.43,45.81,139.67,1,-1,-1,-1
12,7,708.78,321.06,45.91,139.76,1,-1,-1,-1
12,9,671.94,342.53,39.85,121.57,1,-1,-1,-1
13,1,488.48,245.49,117.47,354.51,1,-1,-1,-1
13,2,337.78,271.90,113.25,341.84,1,-1,-1,-1
13,3,858.14,134.52,219.86,661.64,1,-1,-1,-1
13,4,769.27,327.30,47.51,144.82,1,-1,-1,-1
13,7,708.92,317.89,47.79,145.47,1,-1,-1,-1
13,9,669.84,337.72,41.25,125.85,1,-1,-1,-1
