3,1,463.40,423.20,60.74,184.26,1,-1,-1,-1
3,2,1362.14,386.32,76.64,232.15,1,-1,-1,-1
3,3,1471.71,416.09,63.05,191.12,1,-1,-1,-1
3,4,535.38,430.68,55.59,168.91,1,-1,-1,-1
3,6,618.84,419.71,43.34,131.83,1,-1,-1,-1
3,7,1162.84,417.47,38.00,115.96,1,-1,-1,-1
3,8,1099.82,413.18,29.29,90.17,1,-1,-1,-1
3,9,687.96,366.15,80.84,244.87,1,-1,-1,-1
4,1,452.08,425.13,59.77,181.31,1,-1,-1,-1
4,2,1364.47,389.15,71.82,217.55,1,-1,-1,-1
4,3,1462.24,418.88,57.65,174.78,1,-1,-1,-1
4,4,532.29,430.25,55.71,169.28,1,-1,-1,-1
4,6,616.55,423.35,44.27,134.66,1,-1,-1,-1
4,7,1154.72,417.41,38.98,118.94,1,-1,-1,-1
4,8,1098.12,416.49,26.60,81.87,1,-1,-1,-1
4,9,687.75,367.39,79.78,241.63,1,-1,-1,-1
4,11,1208.87,409.00,39.00,119.00,1,-1,-1,-1
5,1,443.73,419.32,62.70,190.20,1,-1,-1,-1
5,2,1360.70,400.16,73.32,222.08,1,-1,-1,-1
5,3,1446.81,424.21,58.87,178.47,1,-1,-1,-1
5,4,520.95,440.06,52.98,160.97,1,-1,-1,-1
5,6,613.92,426.01,43.34,131.83,1,-1,-1,-1
5,7,1146.31,417.30,39.25,119.77,1,-1,-1,-1
5,8,1089.05,418.97,27.00,83.11,1,-1,-1,-1
5,9,684.91,365.34,80.47,243.73,1,-1,-1,-1
5,11,1207.41,409.00,39.00,119.00,1,-1,-1,-1
5,12,595.95,411.20,60.62,183.77,1,-1,-1,-1
6,1,437.42,423.38,60.65,183.97,1,-1,-1,-1
6,2,1359.50,403.71,73.78,223.48,1,-1,-1,-1
6,3,1442.32,425.78,59.26,179.65,1,-1,-1,-1
6,4,514.97,441.35,52.62,159.88,1,-1,-1,-1
6,7,1140.40,417.77,40.01,122.08,1,-1,-1,-1
6,8,1084.39,419.96,26.85,82.64,1,-1,-1,-1
6,9,649.03,397.73,74.78,226.49,1,-1,-1,-1
6,11,1194.56,416.03,39.00,119.00,1,-1,-1,-1
6,12,594.76,414.23,59.24,179.56,1,-1,-1,-1
6,15,1434.21,367.95,91.03,275.38,1,-1,-1,-1
7,1,430.18,428.08,62.92,190.84,1,-1,-1,-1
7,2,1356.53,398.83,81.53,246.93,1,-1,-1,-1
7,3,1441.20,426.19,59.42,180.16,1,-1,-1,-1
7,4,519.50,442.29,55.02,167.16,1,-1,-1,-1
7,9,639.32,402.85,74.15,224.57,1,-1,-1,-1
7,11,1190.07,417.91,39.00,119.00,1,-1,-1,-1
7,15,1430.07,361.94,93.22,282.00,1,-1,-1,-1
8,1,427.85,429.69,63.70,193.22,1,-1,-1,-1
8,2,1357.94,402.74,77.08,233.43,1,-1,-1,-1
8,3,1432.72,426.23,59.50,180.39,1,-1,-1,-1
8,4,511.92,439.36,58.22,176.86,1,-1,-1,-1
8,6,601.40,429.93,41.88,127.39,1,-1,-1,-1
8,7,1136.00,424.26,39.30,119.91,1,-1,-1,-1
8,8,1077.42,427.83,25.51,78.54,1,-1,-1,-1
8,9,652.67,388.66,78.06,236.39,1,-1,-1,-1
8,11,1185.09,417.44,39.00,119.00,1,-1,-1,-1
8,12,573.29,405.84,67.89,205.78,1,-1,-1,-1
8,15,1424.55,375.05,86.24,260.88,1,-1,-1,-1
9,1,427.29,430.23,63.99,194.07,1,-1,-1,-1
9,2,1359.70,402.12,78.69,238.30,1,-1,-1,-1
9,3,1429.94,426.16,59.54,180.52,1,-1,-1,-1
9,4,509.32,438.32,59.33,180.23,1,-1,-1,-1
9,6,598.00,431.91,41.17,125.23,1,-1,-1,-1
9,7,1134.33,426.21,37.33,113.90,1,-1,-1,-1
9,8,1079.19,426.52,26.68,82.10,1,-1,-1,-1
9,9,642.85,386.72,78.70,238.31,1,-1,-1,-1
9,11,1183.68,417.55,39.00,119.00,1,-1,-1,-1
9,12,570.75,405.18,68.73,208.34,1,-1,-1,-1
9,15,1423.24,402.72,85.08,257.37,1,-1,-1,-1
10,1,419.97,422.99,67.17,203.72,1,-1,-1,-1
10,2,1360.35,401.86,79.25,239.97,1,-1,-1,-1
10,3,1422.40,421.64,65.61,198.92,1,-1,-1,-1
10,4,508.41,441.01,57.07,173.36,1,-1,-1,-1
10,6,600.01,430.44,41.68,126.82,1,-1,-1,-1
10,7,1129.32,425.81,38.50,117.48,1,-1,-1,-1
10,8,1078.82,426.24,28.37,87.29,1,-1,-1,-1
10,9,641.77,374.92,86.87,263.01,1,-1,-1,-1
10,11,1183.30,417.56,39.00,119.00,1,-1,-1,-1
10,12,565.86,404.94,69.81,211.61,1,-1,-1,-1
10,15,1386.85,388.82,98.65,298.38,1,-1,-1,-1
10,19,809.88,429.40,27.27,83.95,1,-1,-1,-1
11,1,421.65,432.52,62.50,189.54,1,-1,-1,-1
11,2,1360.63,401.69,79.41,240.45,1,-1,-1,-1
11,3,1422.79,427.80,59.42,180.18,1,-1,-1,-1
11,4,500.69,442.03,56.16,170.57,1,-1,-1,-1
11,6,597.40,431.93,41.15,125.20,1,-1,-1,-1
11,7,1127.65,425.65,38.90,118.72,1,-1,-1,-1
11,8,1077.09,428.14,26.48,81.50,1,-1,-1,-1
11,9,628.98,381.20,82.25,249.00,1,-1,-1,-1
11,11,1183.23,423.48,35.55,108.49,1,-1,-1,-1
11,15,1396.41,404.61,90.50,273.74,1,-1,-1,-1
11,19,809.17,429.55,27.61,85.00,1,-1,-1,-1
12,1,416.95,431.10,63.51,192.61,1,-1,-1,-1
12,2,1373.31,404.19,72.63,219.91,1,-1,-1,-1
12,3,1417.30,428.97,59.29,179.79,1,-1,-1,-1
12,4,498.00,442.38,55.81,169.51,1,-1,-1,-1
12,7,1128.97,428.79,34.12,104.16,1,-1,-1,-1
12,8,1075.35,426.58,26.98,83.02,1,-1,-1,-1
12,9,624.18,383.84,80.23,242.89,1,-1,-1,-1
12,11,1183.58,419.46,37.81,115.39,1,-1,-1,-1
12,15,1378.30,389.42,100.33,303.43,1,-1,-1,-1
13,1,416.71,423.26,66.94,202.98,1,-1,-1,-1
13,2,1376.24,402.38,76.97,233.05,1,-1,-1,-1
13,4,497.17,442.49,55.67,169.09,1,-1,-1,-1
13,7,1128.01,426.50,37.42,114.23,1,-1,-1,-1
13,8,1072.75,427.49,26.97,82.97,1,-1,-1,-1
13,9,622.66,395.52,79.47,240.58,1,-1,-1,-1
13,11,1183.68,418.13,38.57,117.69,1,-1,-1,-1
13,15,1388.96,405.96,99.19,299.95,1,-1,-1,-1
14,1,415.41,427.48,65.21,197.73,1,-1,-1,-1
14,2,1377.24,401.76,78.47,237.56,1,-1,-1,-1
14,4,489.49,442.50,55.62,168.93,1,-1,-1,-1
14,7,1122.40,425.78,38.48,117.47,1,-1,-1,-1
14,9,617.90,384.63,82.99,251.20,1,-1,-1,-1
14,11,1181.55,418.70,38.59,117.77,1,-1,-1,-1
14,15,1382.64,408.70,100.91,305.15,1,-1,-1,-1
15,1,406.50,429.17,64.49,195.54,1,-1,-1,-1
15,2,1377.57,401.48,79.03,239.24,1,-1,-1,-1
15,4,485.80,439.36,58.27,176.95,1,-1,-1,-1
15,6,572.08,414.95,58.08,176.65,1,-1,-1,-1
15,7,1120.34,425.46,38.90,118.72,1,-1,-1,-1
15,8,1069.73,425.86,27.21,83.71,1,-1,-1,-1
15,9,610.15,395.44,80.56,243.84,1,-1,-1,-1
15,11,1171.25,417.49,38.91,118.75,1,-1,-1,-1
15,15,1362.65,391.44,109.85,332.13,1,-1,-1,-1
16,1,401.49,434.88,61.34,186.01,1,-1,-1,-1
16,2,1377.63,401.35,79.21,239.79,1,-1,-1,-1
16,4,478.09,441.25,56.63,171.98,1,-1,-1,-1
16,6,562.11,408.58,64.87,197.21,1,-1,-1,-1
16,7,1115.92,425.86,35.69,108.96,1,-1,-1,-1
16,8,1065.42,425.62,27.25,83.82,1,-1,-1,-1
16,9,602.25,395.93,83.38,252.34,1,-1,-1,-1
16,11,1168.16,417.86,38.97,118.94,1,-1,-1,-1
16,15,1357.33,387.86,112.11,338.88,1,-1,-1,-1
17,1,392.90,431.84,63.05,191.19,1,-1,-1,-1
17,2,1377.61,401.28,79.26,239.92,1,-1,-1,-1
17,4,467.77,441.99,55.97,169.96,1,-1,-1,-1
17,6,549.47,405.85,67.76,205.93,1,-1,-1,-1
17,7,1107.41,425.42,37.90,115.69,1,-1,-1,-1
17,8,1060.16,425.53,27.26,83.86,1,-1,-1,-1
17,9,594.10,399.74,80.68,244.17,1,-1,-1,-1
17,11,1161.86,417.26,39.00,119.03,1,-1,-1,-1
17,15,1355.52,386.48,112.90,341.25,1,-1,-1,-1
18,1,388.67,435.78,60.83,184.45,1,-1,-1,-1
18,2,1377.56,401.23,79.26,239.89,1,-1,-1,-1
18,4,464.10,442.26,55.72,169.19,1,-1,-1,-1
18,6,544.35,404.46,69.68,211.74,1,-1,-1,-1
18,7,1103.47,425.76,38.04,116.14,1,-1,-1,-1
18,8,1057.28,425.92,27.28,83.91,1,-1,-1,-1
18,9,591.27,401.14,79.60,240.89,1,-1,-1,-1
18,11,1158.42,417.52,39.06,119.20,1,-1,-1,-1
18,15,1355.10,385.93,113.13,341.88,1,-1,-1,-1
19,1,379.85,432.12,62.86,190.61,1,-1,-1,-1
19,2,1374.81,397.51,82.99,251.18,1,-1,-1,-1
